event_id,primary_step_state,primary_point_state
14620630133,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14620630134,Primary step state: Stationary,Primary point state: Stationary
14681045870,Primary step state: Stationary,Primary point state: Stationary
14681045871,Primary step state: Stationary,Primary point state: Stationary
14681045872,Primary step state: Stationary,Primary point state: Stationary
14789576158,Primary step state: Stationary,Primary point state: Stationary
14789576159,Primary step state: Stationary,Primary point state: Stationary
14789576160,Primary step state: Stationary,Primary point state: Stationary
14789576161,Primary step state: Stationary,Primary point state: Stationary
14789576162,Primary step state: Stationary,Primary point state: Stationary
14789576163,Primary step state: Stationary,Primary point state: Stationary
13579628874,Primary step state: Stationary,Primary point state: Stationary
13579628875,Primary step state: Stationary,Primary point state: Stationary
13579628876,Primary step state: Stationary,Primary point state: Stationary
13586336330,Primary step state: Stationary,Primary point state: Stationary
13586336331,Primary step state: Stationary,Primary point state: Stationary
13586336332,Primary step state: Stationary,Primary point state: Stationary
13607659404,Primary step state: Stationary,Primary point state: Stationary
13607659405,Primary step state: Stationary,Primary point state: Stationary
13607659406,Primary step state: Stationary,Primary point state: Stationary
13629976898,Primary step state: Stationary,Primary point state: Stationary
13629976899,Primary step state: Stationary,Primary point state: Stationary
13629976900,Primary step state: Stationary,Primary point state: Stationary
13652887327,Primary step state: Stationary,Primary point state: Stationary
13652887328,Primary step state: Stationary,Primary point state: Stationary
13652887329,Primary step state: Stationary,Primary point state: Stationary
13675187880,Primary step state: Stationary,Primary point state: Stationary
13675187881,Primary step state: Stationary,Primary point state: Stationary
13675187882,Primary step state: Stationary,Primary point state: Stationary
13686266660,Primary step state: Stationary,Primary point state: Stationary
13686266661,Primary step state: Stationary,Primary point state: Stationary
13686266662,Primary step state: Stationary,Primary point state: Stationary
13750798380,Primary step state: Stationary,Primary point state: Stationary
13750798381,Primary step state: Stationary,Primary point state: Stationary
13750798382,Primary step state: Stationary,Primary point state: Stationary
13791272275,Primary step state: Stationary,Primary point state: Stationary
13791272276,Primary step state: Stationary,Primary point state: Stationary
13791272277,Primary step state: Stationary,Primary point state: Stationary
13803949731,Primary step state: Stationary,Primary point state: Stationary
13803949732,Primary step state: Stationary,Primary point state: Stationary
13803949733,Primary step state: Stationary,Primary point state: Stationary
13825658948,Primary step state: Stationary,Primary point state: Stationary
13825658949,Primary step state: Stationary,Primary point state: Stationary
13825658950,Primary step state: Stationary,Primary point state: Stationary
13877262893,Primary step state: Stationary,Primary point state: Stationary
13877262894,Primary step state: Stationary,Primary point state: Stationary
13877262895,Primary step state: Stationary,Primary point state: Stationary
14514928174,Primary step state: Stationary,Primary point state: Stationary
14514928175,Primary step state: Stationary,Primary point state: Stationary
14514928176,Primary step state: Stationary,Primary point state: Stationary
14074649131,Primary step state: Stationary,Primary point state: Stationary
14074649132,Primary step state: Stationary,Primary point state: Stationary
14074649133,Primary step state: Stationary,Primary point state: Stationary
14074649069,Primary step state: Stationary,Primary point state: Stationary
14074649070,Primary step state: Stationary,Primary point state: Stationary
14074649071,Primary step state: Stationary,Primary point state: Stationary
14074646681,Primary step state: Stationary,Primary point state: Stationary
14074646682,Primary step state: Stationary,Primary point state: Stationary
14074646683,Primary step state: Stationary,Primary point state: Stationary
14074646684,Primary step state: Stationary,Primary point state: Stationary
14074646685,Primary step state: Stationary,Primary point state: Stationary
14074646686,Primary step state: Stationary,Primary point state: Stationary
14074640312,Primary step state: Stationary,Primary point state: Stationary
14074640313,Primary step state: Stationary,Primary point state: Stationary
14074640314,Primary step state: Stationary,Primary point state: Stationary
14074606965,Primary step state: Stationary,Primary point state: Stationary
14074606966,Primary step state: Stationary,Primary point state: Stationary
14074606967,Primary step state: Stationary,Primary point state: Stationary
14073506357,Primary step state: Stationary,Primary point state: Stationary
14073506358,Primary step state: Stationary,Primary point state: Stationary
14073506359,Primary step state: Stationary,Primary point state: Stationary
14100897993,Primary step state: Stationary,Primary point state: Stationary
14100897994,Primary step state: Stationary,Primary point state: Stationary
14100897995,Primary step state: Stationary,Primary point state: Stationary
14116496507,Primary step state: Stationary,Primary point state: Stationary
14116496508,Primary step state: Stationary,Primary point state: Stationary
14116496509,Primary step state: Stationary,Primary point state: Stationary
14132750925,Primary step state: Stationary,Primary point state: Stationary
14132750926,Primary step state: Stationary,Primary point state: Stationary
14132750927,Primary step state: Stationary,Primary point state: Stationary
14249914814,Primary step state: Stationary,Primary point state: Stationary
14249914815,Primary step state: Stationary,Primary point state: Stationary
14249914816,Primary step state: Stationary,Primary point state: Stationary
14171842555,Primary step state: Stationary,Primary point state: Stationary
14171842556,Primary step state: Stationary,Primary point state: Stationary
14171842557,Primary step state: Stationary,Primary point state: Stationary
14212529088,Primary step state: Stationary,Primary point state: Stationary
14212529089,Primary step state: Stationary,Primary point state: Stationary
14212529090,Primary step state: Stationary,Primary point state: Stationary
14249914817,Primary step state: Stationary,Primary point state: Stationary
14249914818,Primary step state: Stationary,Primary point state: Stationary
14249914819,Primary step state: Stationary,Primary point state: Stationary
14271288705,Primary step state: Stationary,Primary point state: Stationary
14271288706,Primary step state: Stationary,Primary point state: Stationary
14271288707,Primary step state: Stationary,Primary point state: Stationary
14301614185,Primary step state: Stationary,Primary point state: Stationary
14301614186,Primary step state: Stationary,Primary point state: Stationary
14301614187,Primary step state: Stationary,Primary point state: Stationary
14324581179,Primary step state: Stationary,Primary point state: Stationary
14324581180,Primary step state: Stationary,Primary point state: Stationary
14324581181,Primary step state: Stationary,Primary point state: Stationary
14378166985,Primary step state: Stationary,Primary point state: Stationary
14409659143,Primary step state: Stationary,Primary point state: Stationary
14378166986,Primary step state: Stationary,Primary point state: Stationary
14409659144,Primary step state: Stationary,Primary point state: Stationary
14409659145,Primary step state: Stationary,Primary point state: Stationary
14409659146,Primary step state: Stationary,Primary point state: Stationary
14409659147,Primary step state: Stationary,Primary point state: Stationary
14409659148,Primary step state: Stationary,Primary point state: Stationary
14409659149,Primary step state: Stationary,Primary point state: Stationary
14456980297,Primary step state: Stationary,Primary point state: Stationary
14456980298,Primary step state: Stationary,Primary point state: Stationary
14456980299,Primary step state: Stationary,Primary point state: Stationary
14496707006,Primary step state: Stationary,Primary point state: Stationary
14496707007,Primary step state: Stationary,Primary point state: Stationary
14496707008,Primary step state: Stationary,Primary point state: Stationary
14565571334,Primary step state: Stationary,Primary point state: Stationary
14565571335,Primary step state: Stationary,Primary point state: Stationary
14565571336,Primary step state: Stationary,Primary point state: Stationary
14620630135,Primary step state: Stationary,Primary point state: Stationary
14620630136,Primary step state: Stationary,Primary point state: Stationary
14620630137,Primary step state: Stationary,Primary point state: Stationary
13579628877,Primary step state: Stationary,Primary point state: Stationary
13579628878,Primary step state: Stationary,Primary point state: Stationary
13579628879,Primary step state: Stationary,Primary point state: Stationary
13640880127,Primary step state: Stationary,Primary point state: Stationary
13640880128,Primary step state: Stationary,Primary point state: Stationary
13640880129,Primary step state: Stationary,Primary point state: Stationary
13652887330,Primary step state: Stationary,Primary point state: Stationary
13652887331,Primary step state: Stationary,Primary point state: Stationary
13675157013,Primary step state: Stationary,Primary point state: Stationary
13675157014,Primary step state: Stationary,Primary point state: Stationary
13675157015,Primary step state: Stationary,Primary point state: Stationary
13750798383,Primary step state: Stationary,Primary point state: Stationary
13750798384,Primary step state: Stationary,Primary point state: Stationary
13750798385,Primary step state: Stationary,Primary point state: Stationary
14514928177,Primary step state: Stationary,Primary point state: Stationary
14514928178,Primary step state: Stationary,Primary point state: Stationary
13877262896,Primary step state: Stationary,Primary point state: Stationary
13877262897,Primary step state: Stationary,Primary point state: Stationary
13877262898,Primary step state: Stationary,Primary point state: Stationary
14074649134,Primary step state: Stationary,Primary point state: Stationary
14074649135,Primary step state: Stationary,Primary point state: Stationary
14074649136,Primary step state: Stationary,Primary point state: Stationary
14074607060,Primary step state: Stationary,Primary point state: Stationary
14074646687,Primary step state: Stationary,Primary point state: Stationary
14074646688,Primary step state: Stationary,Primary point state: Stationary
14074646689,Primary step state: Stationary,Primary point state: Stationary
14074646690,Primary step state: Stationary,Primary point state: Stationary
14074646691,Primary step state: Stationary,Primary point state: Stationary
14074646692,Primary step state: Stationary,Primary point state: Stationary
14074607061,Primary step state: Stationary,Primary point state: Stationary
14074607062,Primary step state: Stationary,Primary point state: Stationary
14074607063,Primary step state: Stationary,Primary point state: Stationary
14073506360,Primary step state: Stationary,Primary point state: Stationary
14073506361,Primary step state: Stationary,Primary point state: Stationary
14073506362,Primary step state: Stationary,Primary point state: Stationary
14073506363,Primary step state: Stationary,Primary point state: Stationary
14073506364,Primary step state: Stationary,Primary point state: Stationary
14073506365,Primary step state: Stationary,Primary point state: Stationary
14100897996,Primary step state: Stationary,Primary point state: Stationary
14100897997,Primary step state: Stationary,Primary point state: Stationary
14100897998,Primary step state: Stationary,Primary point state: Stationary
14116496510,Primary step state: Stationary,Primary point state: Stationary
14116496511,Primary step state: Stationary,Primary point state: Stationary
14116496512,Primary step state: Stationary,Primary point state: Stationary
14138835814,Primary step state: Stationary,Primary point state: Stationary
14138835815,Primary step state: Stationary,Primary point state: Stationary
14138835816,Primary step state: Stationary,Primary point state: Stationary
14155524808,Primary step state: Stationary,Primary point state: Stationary
14155524809,Primary step state: Stationary,Primary point state: Stationary
14155524810,Primary step state: Stationary,Primary point state: Stationary
14171842558,Primary step state: Stationary,Primary point state: Stationary
14171842559,Primary step state: Stationary,Primary point state: Stationary
14171842560,Primary step state: Stationary,Primary point state: Stationary
14243374212,Primary step state: Stationary,Primary point state: Stationary
14243374213,Primary step state: Stationary,Primary point state: Stationary
14243374214,Primary step state: Stationary,Primary point state: Stationary
14258916628,Primary step state: Stationary,Primary point state: Stationary
14258916629,Primary step state: Stationary,Primary point state: Stationary
14258916630,Primary step state: Stationary,Primary point state: Stationary
14280258465,Primary step state: Stationary,Primary point state: Stationary
14280258466,Primary step state: Stationary,Primary point state: Stationary
14280258467,Primary step state: Stationary,Primary point state: Stationary
14301614188,Primary step state: Stationary,Primary point state: Stationary
14301614189,Primary step state: Stationary,Primary point state: Stationary
14301614190,Primary step state: Stationary,Primary point state: Stationary
14331446249,Primary step state: Stationary,Primary point state: Stationary
14331446250,Primary step state: Stationary,Primary point state: Stationary
14331446251,Primary step state: Stationary,Primary point state: Stationary
14378166987,Primary step state: Stationary,Primary point state: Stationary
14378166988,Primary step state: Stationary,Primary point state: Stationary
14378166989,Primary step state: Stationary,Primary point state: Stationary
14392731079,Primary step state: Stationary,Primary point state: Stationary
14392731080,Primary step state: Stationary,Primary point state: Stationary
14392731081,Primary step state: Stationary,Primary point state: Stationary
14435161626,Primary step state: Stationary,Primary point state: Stationary
14514930647,Primary step state: Stationary,Primary point state: Stationary
14514930648,Primary step state: Stationary,Primary point state: Stationary
14514930649,Primary step state: Stationary,Primary point state: Stationary
14520244806,Primary step state: Stationary,Primary point state: Stationary
14565571337,Primary step state: Stationary,Primary point state: Stationary
14565571338,Primary step state: Stationary,Primary point state: Stationary
14520244807,Primary step state: Stationary,Primary point state: Stationary
14520244808,Primary step state: Stationary,Primary point state: Stationary
14520244809,Primary step state: Stationary,Primary point state: Stationary
14565571339,Primary step state: Stationary,Primary point state: Stationary
14565571340,Primary step state: Stationary,Primary point state: Stationary
14565571341,Primary step state: Stationary,Primary point state: Stationary
14620630138,Primary step state: Stationary,Primary point state: Stationary
14620630139,Primary step state: Stationary,Primary point state: Stationary
14620630140,Primary step state: Stationary,Primary point state: Stationary
14681045873,Primary step state: Stationary,Primary point state: Stationary
14681045874,Primary step state: Stationary,Primary point state: Stationary
14681045875,Primary step state: Stationary,Primary point state: Stationary
14756592970,Primary step state: Stationary,Primary point state: Stationary
14756592971,Primary step state: Stationary,Primary point state: Stationary
14756592972,Primary step state: Stationary,Primary point state: Stationary
14789576164,Primary step state: Stationary,Primary point state: Stationary
14789576165,Primary step state: Stationary,Primary point state: Stationary
14789576166,Primary step state: Stationary,Primary point state: Stationary
14921488235,Primary step state: Stationary,Primary point state: Stationary
14921488236,Primary step state: Stationary,Primary point state: Stationary
14921488237,Primary step state: Stationary,Primary point state: Stationary
15037271337,Primary step state: Stationary,Primary point state: Stationary
15037271338,Primary step state: Stationary,Primary point state: Stationary
15037271339,Primary step state: Stationary,Primary point state: Stationary
15146831902,Primary step state: Stationary,Primary point state: Stationary
15146831916,Primary step state: Stationary,Primary point state: Stationary
15146831941,Primary step state: Stationary,Primary point state: Stationary
15467902332,Primary step state: Stationary,Primary point state: Stationary
15467902350,Primary step state: Stationary,Primary point state: Stationary
15467902379,Primary step state: Stationary,Primary point state: Stationary
13579628880,Primary step state: Stationary,Primary point state: Stationary
13579628881,Primary step state: Stationary,Primary point state: Stationary
13579628882,Primary step state: Stationary,Primary point state: Stationary
13607659407,Primary step state: Stationary,Primary point state: Stationary
13607659408,Primary step state: Stationary,Primary point state: Stationary
13607659409,Primary step state: Stationary,Primary point state: Stationary
13579628883,Primary step state: State unknown (fall migratory or pre-mig stationary),Primary point state: State unknown (fall migratory or pre-mig stationary)
13579628884,Primary step state: State unknown (fall migratory or pre-mig stationary),Primary point state: State unknown (fall migratory or pre-mig stationary)
13579628885,Primary step state: State unknown (fall migratory or pre-mig stationary),Primary point state: State unknown (fall migratory or pre-mig stationary)
13598268205,Primary step state: State unknown (fall migratory or pre-mig stationary),Primary point state: State unknown (fall migratory or pre-mig stationary)
13598268206,Primary step state: State unknown (fall migratory or pre-mig stationary),Primary point state: State unknown (fall migratory or pre-mig stationary)
13598268207,Primary step state: State unknown (fall migratory or pre-mig stationary),Primary point state: State unknown (fall migratory or pre-mig stationary)
13614321551,Primary step state: State unknown (fall migratory or pre-mig stationary),Primary point state: State unknown (fall migratory or pre-mig stationary)
13614321552,Primary step state: Migratory (fall),Primary point state: State unknown (fall migratory or pre-mig stationary)
13614321553,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13640880130,Primary step state: Stationary,Primary point state: Stationary
13640880131,Primary step state: Stationary,Primary point state: Stationary
13640880132,Primary step state: Stationary,Primary point state: Stationary
13675187883,Primary step state: Stationary,Primary point state: Stationary
13675187884,Primary step state: Stationary,Primary point state: Stationary
13675187885,Primary step state: Stationary,Primary point state: Stationary
14514927320,Primary step state: Stationary,Primary point state: Stationary
14514927321,Primary step state: Stationary,Primary point state: Stationary
14514927322,Primary step state: Stationary,Primary point state: Stationary
13724856908,Primary step state: Stationary,Primary point state: Stationary
13724856909,Primary step state: Stationary,Primary point state: Stationary
13724856910,Primary step state: Stationary,Primary point state: Stationary
13764267570,Primary step state: Stationary,Primary point state: Stationary
13764267571,Primary step state: Stationary,Primary point state: Stationary
13764267572,Primary step state: Stationary,Primary point state: Stationary
13791272278,Primary step state: Stationary,Primary point state: Stationary
13791272279,Primary step state: Stationary,Primary point state: Stationary
13791272280,Primary step state: Stationary,Primary point state: Stationary
13877262899,Primary step state: Stationary,Primary point state: Stationary
13877262900,Primary step state: Stationary,Primary point state: Stationary
13877262901,Primary step state: Stationary,Primary point state: Stationary
14514928179,Primary step state: Stationary,Primary point state: Stationary
14514928180,Primary step state: Stationary,Primary point state: Stationary
14514928181,Primary step state: Stationary,Primary point state: Stationary
14074647271,Primary step state: Stationary,Primary point state: Stationary
14074647272,Primary step state: Stationary,Primary point state: Stationary
14074647273,Primary step state: Stationary,Primary point state: Stationary
13579628886,Primary step state: Stationary,Primary point state: Stationary
13579628887,Primary step state: Stationary,Primary point state: Stationary
13579628888,Primary step state: Stationary,Primary point state: Stationary
13586336333,Primary step state: Stationary,Primary point state: Stationary
13586336334,Primary step state: Stationary,Primary point state: Stationary
13586336335,Primary step state: Stationary,Primary point state: Stationary
13607659410,Primary step state: Stationary,Primary point state: Stationary
13607659411,Primary step state: Stationary,Primary point state: Stationary
13607659412,Primary step state: Stationary,Primary point state: Stationary
13629976901,Primary step state: Stationary,Primary point state: Stationary
13629976902,Primary step state: Stationary,Primary point state: Stationary
13629976903,Primary step state: Stationary,Primary point state: Stationary
13652887332,Primary step state: Stationary,Primary point state: Stationary
13652887333,Primary step state: Stationary,Primary point state: Stationary
13652887334,Primary step state: Stationary,Primary point state: Stationary
13675187886,Primary step state: Stationary,Primary point state: Stationary
13675187887,Primary step state: Stationary,Primary point state: Stationary
13675187888,Primary step state: Stationary,Primary point state: Stationary
13686266663,Primary step state: Stationary,Primary point state: Stationary
13686266664,Primary step state: Stationary,Primary point state: Stationary
13686266665,Primary step state: Stationary,Primary point state: Stationary
13741442952,Primary step state: Stationary,Primary point state: Stationary
13741442953,Primary step state: Stationary,Primary point state: Stationary
13741442954,Primary step state: Stationary,Primary point state: Stationary
13803949734,Primary step state: Stationary,Primary point state: Stationary
13764267573,Primary step state: Stationary,Primary point state: Stationary
13764267574,Primary step state: Stationary,Primary point state: Stationary
13803949735,Primary step state: Stationary,Primary point state: Stationary
13803949736,Primary step state: Stationary,Primary point state: Stationary
13803949737,Primary step state: Stationary,Primary point state: Stationary
13819495080,Primary step state: Stationary,Primary point state: Stationary
13819495081,Primary step state: Stationary,Primary point state: Stationary
13819495082,Primary step state: Stationary,Primary point state: Stationary
13858477663,Primary step state: Stationary,Primary point state: Stationary
13858477664,Primary step state: Stationary,Primary point state: Stationary
13858477665,Primary step state: Stationary,Primary point state: Stationary
14074649595,Primary step state: Stationary,Primary point state: Stationary
14074649596,Primary step state: Stationary,Primary point state: Stationary
14074649597,Primary step state: Stationary,Primary point state: Stationary
14074647274,Primary step state: Stationary,Primary point state: Stationary
14074647275,Primary step state: Stationary,Primary point state: Stationary
14074647276,Primary step state: Stationary,Primary point state: Stationary
14074647277,Primary step state: Stationary,Primary point state: Stationary
14074647278,Primary step state: Stationary,Primary point state: Stationary
14074649137,Primary step state: Stationary,Primary point state: Stationary
14074647279,Primary step state: Stationary,Primary point state: Stationary
14074647280,Primary step state: Stationary,Primary point state: Stationary
14074647281,Primary step state: Stationary,Primary point state: Stationary
14074647282,Primary step state: Stationary,Primary point state: Stationary
14074647283,Primary step state: Stationary,Primary point state: Stationary
14074647284,Primary step state: Stationary,Primary point state: Stationary
14074607064,Primary step state: Stationary,Primary point state: Stationary
14074607065,Primary step state: Stationary,Primary point state: Stationary
14074607066,Primary step state: Stationary,Primary point state: Stationary
14074607067,Primary step state: Stationary,Primary point state: Stationary
14074607068,Primary step state: Migratory (spring),Primary point state: Stationary
14074607069,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14073506366,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14073506367,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14106117041,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835817,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835818,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14106117042,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14106117043,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14106117044,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14121570355,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14121570356,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14121570357,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835819,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835820,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14138835821,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14155524811,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14155524812,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14155524813,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14171842561,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14171842562,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14171842563,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14243374215,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14243374216,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14243374217,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14258916631,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14258916632,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14258916633,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14280258468,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14280258469,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14280258470,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14331446252,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14331446253,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14331446254,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14331446255,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14331446256,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14331446257,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14378166990,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14378166991,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14378166992,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14392731082,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14392731083,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14392731084,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14435161627,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14435161628,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14435161629,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14470354459,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14514930650,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14470354460,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14470354461,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14470354462,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14470354463,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14520244810,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14520244811,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14520244812,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14520244813,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14520244814,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14520244815,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14565571342,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14565571343,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14565571344,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14620630141,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14620630142,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14620630143,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14681045876,Primary step state: Migratory (spring),Primary point state: Migratory (spring)
14681045877,Primary step state: Stationary,Primary point state: Stationary
14681045878,Primary step state: Stationary,Primary point state: Stationary
14756592973,Primary step state: Stationary,Primary point state: Stationary
14756592974,Primary step state: Stationary,Primary point state: Stationary
14756592975,Primary step state: Stationary,Primary point state: Stationary
14789576167,Primary step state: Stationary,Primary point state: Stationary
14789576168,Primary step state: Stationary,Primary point state: Stationary
14789576169,Primary step state: Stationary,Primary point state: Stationary
14921488238,Primary step state: Stationary,Primary point state: Stationary
14921488239,Primary step state: Stationary,Primary point state: Stationary
14921488240,Primary step state: Stationary,Primary point state: Stationary
15467902305,Primary step state: Stationary,Primary point state: Stationary
15467902308,Primary step state: Stationary,Primary point state: Stationary
15467902313,Primary step state: Stationary,Primary point state: Stationary
15467902317,Primary step state: Stationary,Primary point state: Stationary
15467902320,Primary step state: Stationary,Primary point state: Stationary
15467902323,Primary step state: Stationary,Primary point state: Stationary
15715084389,Primary step state: Stationary,Primary point state: Stationary
13579628889,Primary step state: Stationary,Primary point state: Stationary
13579628890,Primary step state: Stationary,Primary point state: Stationary
13579628891,Primary step state: Stationary,Primary point state: Stationary
13586336336,Primary step state: Stationary,Primary point state: Stationary
13586336337,Primary step state: Stationary,Primary point state: Stationary
13586336338,Primary step state: Stationary,Primary point state: Stationary
13640880133,Primary step state: Stationary,Primary point state: Stationary
13640880134,Primary step state: Stationary,Primary point state: Stationary
13640880135,Primary step state: Stationary,Primary point state: Stationary
13640880136,Primary step state: Stationary,Primary point state: Stationary
13640880137,Primary step state: Stationary,Primary point state: Stationary
13640880138,Primary step state: Stationary,Primary point state: Stationary
13675187889,Primary step state: Stationary,Primary point state: Stationary
13675187890,Primary step state: Stationary,Primary point state: Stationary
13675187891,Primary step state: Stationary,Primary point state: Stationary
14514927323,Primary step state: Stationary,Primary point state: Stationary
14514927324,Primary step state: Stationary,Primary point state: Stationary
14514927325,Primary step state: Stationary,Primary point state: Stationary
13724856911,Primary step state: Stationary,Primary point state: Stationary
13724856912,Primary step state: Stationary,Primary point state: Stationary
13724856913,Primary step state: Stationary,Primary point state: Stationary
12562257633,Primary step state: Stationary,Primary point state: Stationary
12562257634,Primary step state: Stationary,Primary point state: Stationary
12562257635,Primary step state: Stationary,Primary point state: Stationary
12613954141,Primary step state: Stationary,Primary point state: Stationary
12613954142,Primary step state: Stationary,Primary point state: Stationary
12613954143,Primary step state: Stationary,Primary point state: Stationary
12613954144,Primary step state: Stationary,Primary point state: Stationary
12613954145,Primary step state: Stationary,Primary point state: Stationary
12613954146,Primary step state: Stationary,Primary point state: Stationary
12678991527,Primary step state: Stationary,Primary point state: Stationary
12678991528,Primary step state: Stationary,Primary point state: Stationary
12678991529,Primary step state: Stationary,Primary point state: Stationary
12692479235,Primary step state: Stationary,Primary point state: Stationary
12692479236,Primary step state: Stationary,Primary point state: Stationary
12692479237,Primary step state: Stationary,Primary point state: Stationary
12709756716,Primary step state: Stationary,Primary point state: Stationary
12709756717,Primary step state: Stationary,Primary point state: Stationary
12709756718,Primary step state: Stationary,Primary point state: Stationary
13045577417,Primary step state: Stationary,Primary point state: Stationary
13045577418,Primary step state: Stationary,Primary point state: Stationary
13045577419,Primary step state: Stationary,Primary point state: Stationary
13045577420,Primary step state: Stationary,Primary point state: Stationary
13045577421,Primary step state: Stationary,Primary point state: Stationary
13045577422,Primary step state: Stationary,Primary point state: Stationary
13045577423,Primary step state: Stationary,Primary point state: Stationary
13045577424,Primary step state: Stationary,Primary point state: Stationary
13110500608,Primary step state: Stationary,Primary point state: Stationary
13110500609,Primary step state: Migratory (fall),Primary point state: Stationary
13110500610,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13110500611,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13110500612,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13110500613,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13252519957,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13252519958,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13252519959,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13652883257,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13652883258,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13652883259,Primary step state: Migratory (fall),Primary point state: Migratory (fall)
13652883260,Primary step state: Stationary,Primary point state: Stationary
13652883261,Primary step state: Stationary,Primary point state: Stationary
13652883262,Primary step state: Stationary,Primary point state: Stationary
13375299159,Primary step state: Stationary,Primary point state: Stationary
13316941342,Primary step state: Stationary,Primary point state: Stationary
13316941343,Primary step state: Stationary,Primary point state: Stationary
13375299160,Primary step state: Stationary,Primary point state: Stationary
13375299161,Primary step state: Stationary,Primary point state: Stationary
13375299162,Primary step state: Stationary,Primary point state: Stationary
13531111634,Primary step state: Stationary,Primary point state: Stationary
13531111635,Primary step state: Stationary,Primary point state: Stationary
13531111636,Primary step state: Stationary,Primary point state: Stationary
13584025962,Primary step state: Stationary,Primary point state: Stationary
13584025963,Primary step state: Stationary,Primary point state: Stationary
13584025964,Primary step state: Stationary,Primary point state: Stationary
13584025965,Primary step state: Stationary,Primary point state: Stationary
13584025966,Primary step state: Stationary,Primary point state: Stationary
